time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__14-54-47_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194375;lon=-86.2401323;alt=250.7,LocationGlobalRelative:lat=41.5194375;lon=-86.2401323;alt=0.22,LocationLocal:north=-17.2525787354;east=-26.4448432922;down=-5.27418518066,Attitude:pitch=0.0124496258795;yaw=3.13756322861;roll=0.0120548093691,[0.0; -0.07; 0.0],GPSInfo:fix=4;num_sat=11,0.0360555127263,0.0360555127263,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.029528038,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_179,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.0130120925605;yaw=3.13840913773;roll=0.0118414247409,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.0360555127263,0.0360555127263,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,2.117791438,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.0360555127263,0.0360555127263,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,2.220624639,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,2.32512494,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,2.427920882,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,2.528766733,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101293255,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.203920406,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.306182007001,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-48_981,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194355;lon=-86.2401324;alt=250.68,LocationGlobalRelative:lat=41.5194355;lon=-86.2401324;alt=0.2,LocationLocal:north=-17.4676246643;east=-26.4480113983;down=-5.2551317215,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.0; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.409311043,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_079,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194351;lon=-86.2401326;alt=250.66,LocationGlobalRelative:lat=41.5194351;lon=-86.2401326;alt=0.18,LocationLocal:north=-17.5198822021;east=-26.4688720703;down=-5.23998498917,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.02; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.464089706,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_179,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194351;lon=-86.2401326;alt=250.66,LocationGlobalRelative:lat=41.5194351;lon=-86.2401326;alt=0.18,LocationLocal:north=-17.5198822021;east=-26.4688720703;down=-5.23998498917,Attitude:pitch=0.013319440186;yaw=3.13933372498;roll=0.0113027216867,[0.02; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.565972672,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194351;lon=-86.2401326;alt=250.66,LocationGlobalRelative:lat=41.5194351;lon=-86.2401326;alt=0.18,LocationLocal:north=-17.5198822021;east=-26.4688720703;down=-5.23998498917,Attitude:pitch=0.0140565112233;yaw=3.14017724991;roll=0.0116163296625,[0.02; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.667719463,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194351;lon=-86.2401326;alt=250.66,LocationGlobalRelative:lat=41.5194351;lon=-86.2401326;alt=0.18,LocationLocal:north=-17.5198822021;east=-26.4688720703;down=-5.23998498917,Attitude:pitch=0.0140565112233;yaw=3.14017724991;roll=0.0116163296625,[0.02; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.063245549798,0.063245549798,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.769733720001,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194351;lon=-86.2401326;alt=250.66,LocationGlobalRelative:lat=41.5194351;lon=-86.2401326;alt=0.18,LocationLocal:north=-17.5198822021;east=-26.4688720703;down=-5.23998498917,Attitude:pitch=0.0140565112233;yaw=3.14017724991;roll=0.0116163296625,[0.02; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.10770329088,0.10770329088,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.871774666,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194351;lon=-86.2401326;alt=250.66,LocationGlobalRelative:lat=41.5194351;lon=-86.2401326;alt=0.18,LocationLocal:north=-17.5198822021;east=-26.4688720703;down=-5.23998498917,Attitude:pitch=0.0140565112233;yaw=3.14017724991;roll=0.0116163296625,[0.02; -0.04; 0.0],GPSInfo:fix=4;num_sat=11,0.10770329088,0.10770329088,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.051035423,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_681,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5198822021;east=-26.4688720703;down=-5.23998498917,Attitude:pitch=0.0140565112233;yaw=3.14017724991;roll=0.0116163296625,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.10770329088,0.10770329088,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.154093131,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0140565112233;yaw=3.14017724991;roll=0.0116163296625,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.10770329088,0.10770329088,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.256814533,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_879,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.360339983999,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-49_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.461511516,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.563005229,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_185,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.664266520999,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.765995756999,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.867400477,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.970379593999,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.072053456,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_679,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194348;lon=-86.2401327;alt=250.67,LocationGlobalRelative:lat=41.5194348;lon=-86.2401327;alt=0.19,LocationLocal:north=-17.5532207489;east=-26.475894928;down=-5.24555397034,Attitude:pitch=0.0133386291564;yaw=3.14056658745;roll=0.0112368399277,[0.04; -0.03; 0.0],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.174311912,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194342;lon=-86.2401327;alt=250.69,LocationGlobalRelative:lat=41.5194342;lon=-86.2401327;alt=0.21,LocationLocal:north=-17.6217288971;east=-26.4721717834;down=-5.26585960388,Attitude:pitch=0.0124833080918;yaw=3.14093899727;roll=0.0109727019444,[0.03; -0.03; 0.01],GPSInfo:fix=4;num_sat=11,0.0905538499355,0.0905538499355,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.279679918,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194342;lon=-86.2401327;alt=250.69,LocationGlobalRelative:lat=41.5194342;lon=-86.2401327;alt=0.21,LocationLocal:north=-17.6217288971;east=-26.4721717834;down=-5.26585960388,Attitude:pitch=0.0124833080918;yaw=3.14093899727;roll=0.0109727019444,[0.03; -0.03; 0.01],GPSInfo:fix=4;num_sat=11,0.0608276240528,0.0608276240528,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.384693476,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-54-50_982,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194342;lon=-86.2401327;alt=250.69,LocationGlobalRelative:lat=41.5194342;lon=-86.2401327;alt=0.21,LocationLocal:north=-17.6217288971;east=-26.4721717834;down=-5.26585960388,Attitude:pitch=0.0124833080918;yaw=3.14093899727;roll=0.0109727019444,[0.03; -0.03; 0.01],GPSInfo:fix=4;num_sat=11,0.0608276240528,0.0608276240528,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.102584754,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
