time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Lat,Global Lon,Global Alt,Global_rel Lat,Global_rel Lon,Global_rel Alt,Local Location north,Local Location east,Local Location down,Pitch,Yaw,Roll,Velocity x,Velocity y,Velocity z,GPS fix,GPS num_sats,Groundspeed,Airspeed,Gimbal Pitch,Gimbal Roll,Gimbal Yaw,battery_voltage,battery_current,battery_level,EKF OK?,Last Heartbeat,Rangefinder_distance,Rangefinder_voltage,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed
48:59.1,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,0.055314012,0.781417251,0.594604552,0.006628413,-3.088451862,-0.005334157,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.773014174,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
48:59.2,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.006628413,-3.088451862,-0.005334157,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.842561871,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
48:59.3,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.006628413,-3.088451862,-0.005334157,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.945454276,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
48:59.4,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.006628413,-3.088451862,-0.005334157,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.050419232,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
48:59.5,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.006628413,-3.088451862,-0.005334157,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.1520844,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
48:59.6,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.006628413,-3.088451862,-0.005334157,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.253710701,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
48:59.7,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.006628413,-3.088451862,-0.005334157,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.355953088,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
48:59.8,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.006628413,-3.088451862,-0.005334157,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.45798111,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
48:59.9,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.007393256,-3.088216782,-0.005461197,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.560521192,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.0,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.007393256,-3.088216782,-0.005461197,-0.02,-0.01,0,4,8,0.111803398,0.111803398,-56.37,0,0,0,None,None,TRUE,0.662117214,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.1,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.007393256,-3.088216782,-0.005461197,-0.02,-0.01,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.763038829,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.2,APM:Copter-3.4.6,FALSE,41.5194096,-86.2401234,248.91,41.5194096,-86.2401234,0.67,-0.100393318,0.777962267,0.625038028,0.007393256,-3.088216782,-0.005461197,-0.02,-0.01,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.865946298,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.3,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.969039704,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.4,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,1.07177765,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.5,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,1.173378809,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.6,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.050791825,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.7,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.153423703,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.8,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.20465583,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:00.9,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.308954729,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.0,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.411964138,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.1,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007393256,-3.088216782,-0.005461197,0,-0.02,0,4,8,0.031622775,0.031622775,-56.37,0,0,0,None,None,TRUE,0.51446526,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.2,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007732587,-3.08829999,-0.005067308,0,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.616718188,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.3,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007732587,-3.08829999,-0.005067308,0,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.721560826,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.4,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007732587,-3.08829999,-0.005067308,0,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.823193758,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.5,APM:Copter-3.4.6,FALSE,41.519409,-86.2401234,248.9,41.519409,-86.2401234,0.66,-0.177151546,0.779040337,0.63542223,0.007732587,-3.08829999,-0.005067308,0,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.926564828,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.6,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401236,248.89,41.5194086,-86.2401236,0.65,-0.222551584,0.763727486,0.643297136,0.007732587,-3.08829999,-0.005067308,0.03,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.051316018,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.7,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401236,248.89,41.5194086,-86.2401236,0.65,-0.222551584,0.763727486,0.643297136,0.007732587,-3.08829999,-0.005067308,0.03,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.1529267,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.8,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401236,248.89,41.5194086,-86.2401236,0.65,-0.222551584,0.763727486,0.643297136,0.007732587,-3.08829999,-0.005067308,0.03,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.255519555,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:01.9,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401236,248.89,41.5194086,-86.2401236,0.65,-0.222551584,0.763727486,0.643297136,0.007732587,-3.08829999,-0.005067308,0.03,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.358693321,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.0,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401236,248.89,41.5194086,-86.2401236,0.65,-0.222551584,0.763727486,0.643297136,0.007732587,-3.08829999,-0.005067308,0.03,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.461724771,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.1,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401236,248.89,41.5194086,-86.2401236,0.65,-0.222551584,0.763727486,0.643297136,0.008402124,-3.088460207,-0.005488464,0.03,-0.02,0,4,8,0.121655248,0.121655248,-56.37,0,0,0,None,None,TRUE,0.56437894,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.2,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401236,248.89,41.5194086,-86.2401236,0.65,-0.222551584,0.763727486,0.643297136,0.008402124,-3.088460207,-0.005488464,0.03,-0.02,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.666255084,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.3,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401236,248.89,41.5194086,-86.2401236,0.65,-0.222551584,0.763727486,0.643297136,0.008402124,-3.088460207,-0.005488464,0.03,-0.02,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.772769366,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.4,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.222551584,0.763727486,0.643297136,0.008402124,-3.088460207,-0.005488464,0.06,0,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.825622153,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.5,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.222551584,0.763727486,0.643297136,0.008402124,-3.088460207,-0.005488464,0.06,0,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.102102755,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.6,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.208585456,0.796868265,0.636924267,0.008402124,-3.088460207,-0.005488464,0.06,0,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.204614932,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.7,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.208585456,0.796868265,0.636924267,0.008402124,-3.088460207,-0.005488464,0.06,0,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.306313641,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.8,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.208585456,0.796868265,0.636924267,0.008402124,-3.088460207,-0.005488464,0.06,0,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.408882132,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:02.9,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.208585456,0.796868265,0.636924267,0.008402124,-3.088460207,-0.005488464,0.06,0,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.510900005,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.0,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.208585456,0.796868265,0.636924267,0.008549225,-3.088291883,-0.005585948,0.06,0,0,4,8,0.06708204,0.06708204,-56.37,0,0,0,None,None,TRUE,0.615142525,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.1,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.208585456,0.796868265,0.636924267,0.008549225,-3.088291883,-0.005585948,0.06,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.716647411,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.2,APM:Copter-3.4.6,FALSE,41.5194087,-86.2401232,248.9,41.5194087,-86.2401232,0.66,-0.208585456,0.796868265,0.636924267,0.008549225,-3.088291883,-0.005585948,0.06,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.821503537,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.3,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008549225,-3.088291883,-0.005585948,0.07,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.931554172,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.4,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008549225,-3.088291883,-0.005585948,0.07,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.102326502,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.5,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008549225,-3.088291883,-0.005585948,0.07,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.205683075,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.6,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008549225,-3.088291883,-0.005585948,0.07,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.308310855,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.7,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008549225,-3.088291883,-0.005585948,0.07,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.411261451,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.8,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008658234,-3.088327885,-0.005591286,0.07,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.514083629,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:03.9,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008658234,-3.088327885,-0.005591286,0.07,0,0,4,8,0.022360679,0.022360679,-56.37,0,0,0,None,None,TRUE,0.568421329,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.0,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008658234,-3.088327885,-0.005591286,0.07,0,0,4,8,0.050990194,0.050990194,-56.37,0,0,0,None,None,TRUE,0.672247543,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.1,APM:Copter-3.4.6,FALSE,41.5194086,-86.240123,248.92,41.5194086,-86.240123,0.68,-0.213878676,0.811307251,0.610987067,0.008658234,-3.088327885,-0.005591286,0.07,0,0,4,8,0.050990194,0.050990194,-56.37,0,0,0,None,None,TRUE,0.775495674,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.2,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401227,248.94,41.5194086,-86.2401227,0.7,-0.21326755,0.835138857,0.594649255,0.008658234,-3.088327885,-0.005591286,0.07,0,0,4,8,0.050990194,0.050990194,-56.37,0,0,0,None,None,TRUE,0.879218571,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.3,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401227,248.94,41.5194086,-86.2401227,0.7,-0.21326755,0.835138857,0.594649255,0.008658234,-3.088327885,-0.005591286,0.07,0,0,4,8,0.050990194,0.050990194,-56.37,0,0,0,None,None,TRUE,0.982875997,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.4,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401227,248.94,41.5194086,-86.2401227,0.7,-0.21326755,0.835138857,0.594649255,0.008658234,-3.088327885,-0.005591286,0.07,0,0,4,8,0.050990194,0.050990194,-56.37,0,0,0,None,None,TRUE,0.050827692,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.5,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401227,248.94,41.5194086,-86.2401227,0.7,-0.21326755,0.835138857,0.594649255,0.008658234,-3.088327885,-0.005591286,0.07,0,0,4,8,0.050990194,0.050990194,-56.37,0,0,0,None,None,TRUE,0.153228001,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.6,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401227,248.94,41.5194086,-86.2401227,0.7,-0.21326755,0.835138857,0.594649255,0.008189136,-3.088359833,-0.005682497,0.07,0,0,4,8,0.050990194,0.050990194,-56.37,0,0,0,None,None,TRUE,0.255752867,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.7,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401227,248.94,41.5194086,-86.2401227,0.7,-0.21326755,0.835138857,0.594649255,0.008189136,-3.088359833,-0.005682497,0.07,0,0,4,8,0.050990194,0.050990194,-56.37,0,0,0,None,None,TRUE,0.358990011,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.8,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401227,248.94,41.5194086,-86.2401227,0.7,-0.21326755,0.835138857,0.594649255,0.008189136,-3.088359833,-0.005682497,0.07,0,0,4,8,0.050000001,0.050000001,-56.37,0,0,0,None,None,TRUE,0.462989221,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:04.9,APM:Copter-3.4.6,FALSE,41.5194086,-86.2401227,248.94,41.5194086,-86.2401227,0.7,-0.21326755,0.835138857,0.594649255,0.008189136,-3.088359833,-0.005682497,0.07,0,0,4,8,0.050000001,0.050000001,-56.37,0,0,0,None,None,TRUE,0.567306525,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:05.0,APM:Copter-3.4.6,FALSE,41.5194085,-86.2401225,248.96,41.5194085,-86.2401225,0.72,-0.229349598,0.852538288,0.57851392,0.008189136,-3.088359833,-0.005682497,0.07,0,0,4,8,0.050000001,0.050000001,-56.37,0,0,0,None,None,TRUE,0.67381227,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:05.1,APM:Copter-3.4.6,FALSE,41.5194085,-86.2401225,248.96,41.5194085,-86.2401225,0.72,-0.229349598,0.852538288,0.57851392,0.008189136,-3.088359833,-0.005682497,0.07,0,0,4,8,0.050000001,0.050000001,-56.37,0,0,0,None,None,TRUE,0.776111805,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:05.2,APM:Copter-3.4.6,FALSE,41.5194085,-86.2401225,248.96,41.5194085,-86.2401225,0.72,-0.229349598,0.852538288,0.57851392,0.008189136,-3.088359833,-0.005682497,0.07,0,0,4,8,0.050000001,0.050000001,-56.37,0,0,0,None,None,TRUE,0.877929007,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
49:05.3,APM:Copter-3.4.6,FALSE,41.5194085,-86.2401225,248.96,41.5194085,-86.2401225,0.72,-0.229349598,0.852538288,0.57851392,0.007974982,-3.088463068,-0.005567663,0.07,0,0,4,8,0.050000001,0.050000001,-56.37,0,0,0,None,None,TRUE,0.981732654,None,None,None,None,183,TRUE,STANDBY,ALT_HOLD,FALSE
