time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__15-24-07_821,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.2401239;alt=248.65,LocationGlobalRelative:lat=41.5194318;lon=-86.2401239;alt=0.23,LocationLocal:north=-0.738120913506;east=0.552802860737;down=0.554846823215,Attitude:pitch=0.0261784661561;yaw=-2.96840643883;roll=0.00515387486666,[0.1; 0.0; -0.05],GPSInfo:fix=4;num_sat=8,0.131529465318,0.131529465318,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,2.539526707,Rangefinder: distance=None; voltage=None,None,None,190,True,STANDBY,GUIDED,False
2017_07_18__15-24-58_121,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192919;lon=-86.2402464;alt=268.83,LocationGlobalRelative:lat=41.5192919;lon=-86.2402464;alt=20.09,LocationLocal:north=-15.5304813385;east=-10.1241989136;down=-19.5070438385,Attitude:pitch=-0.0755242034793;yaw=-2.43518400192;roll=0.038969874382,[-0.73; -0.57; -0.09],GPSInfo:fix=4;num_sat=8,0.970978856087,0.970978856087,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.412971365,Rangefinder: distance=None; voltage=None,None,None,220,True,ACTIVE,GUIDED,True
2017_07_18__15-24-58_220,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192919;lon=-86.2402464;alt=268.83,LocationGlobalRelative:lat=41.5192919;lon=-86.2402464;alt=20.09,LocationLocal:north=-15.5304813385;east=-10.1241989136;down=-19.5070438385,Attitude:pitch=-0.0755242034793;yaw=-2.43518400192;roll=0.038969874382,[-0.73; -0.57; -0.09],GPSInfo:fix=4;num_sat=8,1.16824650764,1.16824650764,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.519145155,Rangefinder: distance=None; voltage=None,None,None,220,True,ACTIVE,GUIDED,True
2017_07_18__15-24-58_320,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192872;lon=-86.2402513;alt=268.81,LocationGlobalRelative:lat=41.5192872;lon=-86.2402513;alt=20.07,LocationLocal:north=-16.0572834015;east=-10.5273685455;down=-19.4881401062,Attitude:pitch=-0.0755242034793;yaw=-2.43518400192;roll=0.038969874382,[-0.76; -0.65; -0.1],GPSInfo:fix=4;num_sat=8,1.16824650764,1.16824650764,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.622991211,Rangefinder: distance=None; voltage=None,None,None,220,True,ACTIVE,GUIDED,True
2017_07_18__15-24-58_420,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192872;lon=-86.2402513;alt=268.81,LocationGlobalRelative:lat=41.5192872;lon=-86.2402513;alt=20.07,LocationLocal:north=-16.0572834015;east=-10.5273685455;down=-19.4881401062,Attitude:pitch=-0.0498441755772;yaw=-2.44623541832;roll=0.0342873968184,[-0.76; -0.65; -0.1],GPSInfo:fix=4;num_sat=8,1.16824650764,1.16824650764,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101189415001,Rangefinder: distance=None; voltage=None,None,None,220,True,ACTIVE,GUIDED,True
2017_07_18__15-24-58_520,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192872;lon=-86.2402513;alt=268.81,LocationGlobalRelative:lat=41.5192872;lon=-86.2402513;alt=20.07,LocationLocal:north=-16.0572834015;east=-10.5273685455;down=-19.4881401062,Attitude:pitch=-0.0498441755772;yaw=-2.44623541832;roll=0.0342873968184,[-0.76; -0.65; -0.1],GPSInfo:fix=4;num_sat=8,1.16824650764,1.16824650764,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.202728736001,Rangefinder: distance=None; voltage=None,None,None,220,True,ACTIVE,GUIDED,True
2017_07_18__15-24-58_628,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192872;lon=-86.2402513;alt=268.81,LocationGlobalRelative:lat=41.5192872;lon=-86.2402513;alt=20.07,LocationLocal:north=-16.0572834015;east=-10.5273685455;down=-19.4881401062,Attitude:pitch=-0.0498441755772;yaw=-2.44623541832;roll=0.0342873968184,[-0.76; -0.65; -0.1],GPSInfo:fix=4;num_sat=8,1.16824650764,1.16824650764,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.304827772,Rangefinder: distance=None; voltage=None,None,None,220,True,ACTIVE,GUIDED,True
2017_07_18__15-24-58_720,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192872;lon=-86.2402513;alt=268.81,LocationGlobalRelative:lat=41.5192872;lon=-86.2402513;alt=20.07,LocationLocal:north=-16.0572834015;east=-10.5273685455;down=-19.4881401062,Attitude:pitch=-0.0498441755772;yaw=-2.44623541832;roll=0.0342873968184,[-0.76; -0.65; -0.1],GPSInfo:fix=4;num_sat=8,1.16824650764,1.16824650764,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.406219983,Rangefinder: distance=None; voltage=None,None,None,220,True,ACTIVE,GUIDED,True
2017_07_18__15-24-58_820,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192872;lon=-86.2402513;alt=268.81,LocationGlobalRelative:lat=41.5192872;lon=-86.2402513;alt=20.07,LocationLocal:north=-16.0572834015;east=-10.5273685455;down=-19.4881401062,Attitude:pitch=-0.0498441755772;yaw=-2.44623541832;roll=0.0342873968184,[-0.76; -0.65; -0.1],GPSInfo:fix=4;num_sat=8,1.16824650764,1.16824650764,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.507906847,Rangefinder: distance=None; voltage=None,None,None,220,True,ACTIVE,GUIDED,True
2017_07_18__15-24-58_919,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192872;lon=-86.2402513;alt=268.81,LocationGlobalRelative:lat=41.5192872;lon=-86.2402513;alt=20.07,LocationLocal:north=-16.0572834015;east=-10.5273685455;down=-19.4881401062,Attitude:pitch=-0.0498441755772;yaw=-2.44623541832;roll=0.0342873968184,[-0.76; -0.65; -0.1],GPSInfo:fix=4;num_sat=8,1.39807009697,1.39807009697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.610582121,Rangefinder: distance=None; voltage=None,None,None,219,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_020,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192823;lon=-86.2402564;alt=268.77,LocationGlobalRelative:lat=41.5192823;lon=-86.2402564;alt=20.03,LocationLocal:north=-16.6000328064;east=-10.9548959732;down=-19.4420909882,Attitude:pitch=-0.0498441755772;yaw=-2.44623541832;roll=0.0342873968184,[-0.72; -0.61; -0.05],GPSInfo:fix=4;num_sat=8,1.39807009697,1.39807009697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.713065814,Rangefinder: distance=None; voltage=None,None,None,219,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_120,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192823;lon=-86.2402564;alt=268.77,LocationGlobalRelative:lat=41.5192823;lon=-86.2402564;alt=20.03,LocationLocal:north=-16.6000328064;east=-10.9548959732;down=-19.4420909882,Attitude:pitch=-0.037757653743;yaw=-2.46017789841;roll=0.0311624035239,[-0.72; -0.61; -0.05],GPSInfo:fix=4;num_sat=8,1.39807009697,1.39807009697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.815659079,Rangefinder: distance=None; voltage=None,None,None,219,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_219,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192823;lon=-86.2402564;alt=268.77,LocationGlobalRelative:lat=41.5192823;lon=-86.2402564;alt=20.03,LocationLocal:north=-16.6000328064;east=-10.9548959732;down=-19.4420909882,Attitude:pitch=-0.037757653743;yaw=-2.46017789841;roll=0.0311624035239,[-0.72; -0.61; -0.05],GPSInfo:fix=4;num_sat=8,1.39807009697,1.39807009697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.917375137,Rangefinder: distance=None; voltage=None,None,None,219,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_320,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192823;lon=-86.2402564;alt=268.77,LocationGlobalRelative:lat=41.5192823;lon=-86.2402564;alt=20.03,LocationLocal:north=-16.6000328064;east=-10.9548959732;down=-19.4420909882,Attitude:pitch=-0.037757653743;yaw=-2.46017789841;roll=0.0311624035239,[-0.72; -0.61; -0.05],GPSInfo:fix=4;num_sat=8,1.39807009697,1.39807009697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.018773271,Rangefinder: distance=None; voltage=None,None,None,219,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_420,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192823;lon=-86.2402564;alt=268.77,LocationGlobalRelative:lat=41.5192823;lon=-86.2402564;alt=20.03,LocationLocal:north=-16.6000328064;east=-10.9548959732;down=-19.4420909882,Attitude:pitch=-0.037757653743;yaw=-2.46017789841;roll=0.0311624035239,[-0.72; -0.61; -0.05],GPSInfo:fix=4;num_sat=8,1.39807009697,1.39807009697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0511141810002,Rangefinder: distance=None; voltage=None,None,None,219,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_520,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192823;lon=-86.2402564;alt=268.77,LocationGlobalRelative:lat=41.5192823;lon=-86.2402564;alt=20.03,LocationLocal:north=-16.6000328064;east=-10.9548959732;down=-19.4420909882,Attitude:pitch=-0.037757653743;yaw=-2.46017789841;roll=0.0311624035239,[-0.72; -0.61; -0.05],GPSInfo:fix=4;num_sat=8,0.952102899551,0.952102899551,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.154779325,Rangefinder: distance=None; voltage=None,None,None,218,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_620,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192823;lon=-86.2402564;alt=268.77,LocationGlobalRelative:lat=41.5192823;lon=-86.2402564;alt=20.03,LocationLocal:north=-16.6000328064;east=-10.9548959732;down=-19.4420909882,Attitude:pitch=-0.037757653743;yaw=-2.46017789841;roll=0.0311624035239,[-0.72; -0.61; -0.05],GPSInfo:fix=4;num_sat=8,0.952102899551,0.952102899551,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.257720333,Rangefinder: distance=None; voltage=None,None,None,218,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_720,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192823;lon=-86.2402564;alt=268.77,LocationGlobalRelative:lat=41.5192823;lon=-86.2402564;alt=20.03,LocationLocal:north=-16.6000328064;east=-10.9548959732;down=-19.4420909882,Attitude:pitch=-0.037757653743;yaw=-2.46017789841;roll=0.0311624035239,[-0.72; -0.61; -0.05],GPSInfo:fix=4;num_sat=8,0.952102899551,0.952102899551,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.35991,Rangefinder: distance=None; voltage=None,None,None,218,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_820,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192775;lon=-86.2402617;alt=268.73,LocationGlobalRelative:lat=41.5192775;lon=-86.2402617;alt=19.99,LocationLocal:north=-17.1413784027;east=-11.3989124298;down=-19.4040145874,Attitude:pitch=-0.037757653743;yaw=-2.46017789841;roll=0.0311624035239,[-0.64; -0.53; 0.0],GPSInfo:fix=4;num_sat=8,0.952102899551,0.952102899551,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.461105593,Rangefinder: distance=None; voltage=None,None,None,218,True,ACTIVE,GUIDED,True
2017_07_18__15-24-59_920,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192775;lon=-86.2402617;alt=268.73,LocationGlobalRelative:lat=41.5192775;lon=-86.2402617;alt=19.99,LocationLocal:north=-17.1413784027;east=-11.3989124298;down=-19.4040145874,Attitude:pitch=-0.0577917844057;yaw=-2.47572636604;roll=0.0229564458132,[-0.64; -0.53; 0.0],GPSInfo:fix=4;num_sat=8,0.952102899551,0.952102899551,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.564379432,Rangefinder: distance=None; voltage=None,None,None,218,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_020,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192775;lon=-86.2402617;alt=268.73,LocationGlobalRelative:lat=41.5192775;lon=-86.2402617;alt=19.99,LocationLocal:north=-17.1413784027;east=-11.3989124298;down=-19.4040145874,Attitude:pitch=-0.0577917844057;yaw=-2.47572636604;roll=0.0229564458132,[-0.64; -0.53; 0.0],GPSInfo:fix=4;num_sat=8,0.952102899551,0.952102899551,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.666949765,Rangefinder: distance=None; voltage=None,None,None,218,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_120,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192775;lon=-86.2402617;alt=268.73,LocationGlobalRelative:lat=41.5192775;lon=-86.2402617;alt=19.99,LocationLocal:north=-17.1413784027;east=-11.3989124298;down=-19.4040145874,Attitude:pitch=-0.0577917844057;yaw=-2.47572636604;roll=0.0229564458132,[-0.64; -0.53; 0.0],GPSInfo:fix=4;num_sat=8,0.952102899551,0.952102899551,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.768784746,Rangefinder: distance=None; voltage=None,None,None,218,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_220,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192775;lon=-86.2402617;alt=268.73,LocationGlobalRelative:lat=41.5192775;lon=-86.2402617;alt=19.99,LocationLocal:north=-17.1413784027;east=-11.3989124298;down=-19.4040145874,Attitude:pitch=-0.0577917844057;yaw=-2.47572636604;roll=0.0229564458132,[-0.64; -0.53; 0.0],GPSInfo:fix=4;num_sat=8,0.899388670921,0.899388670921,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.87017181,Rangefinder: distance=None; voltage=None,None,None,217,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_320,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192733;lon=-86.2402664;alt=268.68,LocationGlobalRelative:lat=41.5192733;lon=-86.2402664;alt=19.94,LocationLocal:north=-17.1413784027;east=-11.3989124298;down=-19.4040145874,Attitude:pitch=-0.0577917844057;yaw=-2.47572636604;roll=0.0229564458132,[-0.63; -0.53; 0.03],GPSInfo:fix=4;num_sat=8,0.899388670921,0.899388670921,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.976222039,Rangefinder: distance=None; voltage=None,None,None,217,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_420,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192733;lon=-86.2402664;alt=268.68,LocationGlobalRelative:lat=41.5192733;lon=-86.2402664;alt=19.94,LocationLocal:north=-17.605714798;east=-11.7863578796;down=-19.3591918945,Attitude:pitch=-0.0577917844057;yaw=-2.47572636604;roll=0.0229564458132,[-0.63; -0.53; 0.03],GPSInfo:fix=4;num_sat=8,0.899388670921,0.899388670921,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0512780190002,Rangefinder: distance=None; voltage=None,None,None,217,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_520,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192733;lon=-86.2402664;alt=268.68,LocationGlobalRelative:lat=41.5192733;lon=-86.2402664;alt=19.94,LocationLocal:north=-17.605714798;east=-11.7863578796;down=-19.3591918945,Attitude:pitch=-0.0690826773643;yaw=-2.50441503525;roll=0.0245088934898,[-0.63; -0.53; 0.03],GPSInfo:fix=4;num_sat=8,0.899388670921,0.899388670921,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.154061541,Rangefinder: distance=None; voltage=None,None,None,217,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_620,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192733;lon=-86.2402664;alt=268.68,LocationGlobalRelative:lat=41.5192733;lon=-86.2402664;alt=19.94,LocationLocal:north=-17.605714798;east=-11.7863578796;down=-19.3591918945,Attitude:pitch=-0.0690826773643;yaw=-2.50441503525;roll=0.0245088934898,[-0.63; -0.53; 0.03],GPSInfo:fix=4;num_sat=8,0.899388670921,0.899388670921,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.257420780001,Rangefinder: distance=None; voltage=None,None,None,217,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_720,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192733;lon=-86.2402664;alt=268.68,LocationGlobalRelative:lat=41.5192733;lon=-86.2402664;alt=19.94,LocationLocal:north=-17.605714798;east=-11.7863578796;down=-19.3591918945,Attitude:pitch=-0.0690826773643;yaw=-2.50441503525;roll=0.0245088934898,[-0.63; -0.53; 0.03],GPSInfo:fix=4;num_sat=8,0.899388670921,0.899388670921,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.367636412,Rangefinder: distance=None; voltage=None,None,None,217,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_821,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192733;lon=-86.2402664;alt=268.68,LocationGlobalRelative:lat=41.5192733;lon=-86.2402664;alt=19.94,LocationLocal:north=-17.605714798;east=-11.7863578796;down=-19.3591918945,Attitude:pitch=-0.0690826773643;yaw=-2.50441503525;roll=0.0245088934898,[-0.63; -0.53; 0.03],GPSInfo:fix=4;num_sat=8,1.35070347786,1.35070347786,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.473090209,Rangefinder: distance=None; voltage=None,None,None,215,True,ACTIVE,GUIDED,True
2017_07_18__15-25-00_920,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192733;lon=-86.2402664;alt=268.68,LocationGlobalRelative:lat=41.5192733;lon=-86.2402664;alt=19.94,LocationLocal:north=-17.605714798;east=-11.7863578796;down=-19.3591918945,Attitude:pitch=-0.0690826773643;yaw=-2.50441503525;roll=0.0245088934898,[-0.63; -0.53; 0.03],GPSInfo:fix=4;num_sat=8,1.35070347786,1.35070347786,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.526009871,Rangefinder: distance=None; voltage=None,None,None,215,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_020,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192683;lon=-86.2402712;alt=268.65,LocationGlobalRelative:lat=41.5192683;lon=-86.2402712;alt=19.91,LocationLocal:north=-17.605714798;east=-11.7863578796;down=-19.3591918945,Attitude:pitch=-0.0690826773643;yaw=-2.50441503525;roll=0.0245088934898,[-0.68; -0.54; 0.09],GPSInfo:fix=4;num_sat=8,1.35070347786,1.35070347786,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.627898353,Rangefinder: distance=None; voltage=None,None,None,215,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_120,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192683;lon=-86.2402712;alt=268.65,LocationGlobalRelative:lat=41.5192683;lon=-86.2402712;alt=19.91,LocationLocal:north=-18.165555954;east=-12.1874170303;down=-19.3206386566,Attitude:pitch=-0.0325275734067;yaw=-2.53801679611;roll=0.0292186886072,[-0.68; -0.54; 0.09],GPSInfo:fix=4;num_sat=8,1.35070347786,1.35070347786,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.730703758,Rangefinder: distance=None; voltage=None,None,None,215,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_220,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192683;lon=-86.2402712;alt=268.65,LocationGlobalRelative:lat=41.5192683;lon=-86.2402712;alt=19.91,LocationLocal:north=-18.165555954;east=-12.1874170303;down=-19.3206386566,Attitude:pitch=-0.0325275734067;yaw=-2.53801679611;roll=0.0292186886072,[-0.68; -0.54; 0.09],GPSInfo:fix=4;num_sat=8,1.35070347786,1.35070347786,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.833654338,Rangefinder: distance=None; voltage=None,None,None,215,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_320,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192683;lon=-86.2402712;alt=268.65,LocationGlobalRelative:lat=41.5192683;lon=-86.2402712;alt=19.91,LocationLocal:north=-18.165555954;east=-12.1874170303;down=-19.3206386566,Attitude:pitch=-0.0325275734067;yaw=-2.53801679611;roll=0.0292186886072,[-0.68; -0.54; 0.09],GPSInfo:fix=4;num_sat=8,1.35070347786,1.35070347786,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.935543093,Rangefinder: distance=None; voltage=None,None,None,215,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_420,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192638;lon=-86.2402759;alt=268.6,LocationGlobalRelative:lat=41.5192638;lon=-86.2402759;alt=19.86,LocationLocal:north=-18.165555954;east=-12.1874170303;down=-19.3206386566,Attitude:pitch=-0.0325275734067;yaw=-2.53801679611;roll=0.0292186886072,[-0.56; -0.51; 0.09],GPSInfo:fix=4;num_sat=8,0.87783819437,0.87783819437,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0531706209995,Rangefinder: distance=None; voltage=None,None,None,214,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_520,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192638;lon=-86.2402759;alt=268.6,LocationGlobalRelative:lat=41.5192638;lon=-86.2402759;alt=19.86,LocationLocal:north=-18.6671657562;east=-12.5774898529;down=-19.2755336761,Attitude:pitch=-0.054664939642;yaw=-2.54958367348;roll=0.0125600481406,[-0.56; -0.51; 0.09],GPSInfo:fix=4;num_sat=8,0.87783819437,0.87783819437,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.156974744999,Rangefinder: distance=None; voltage=None,None,None,214,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_620,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192638;lon=-86.2402759;alt=268.6,LocationGlobalRelative:lat=41.5192638;lon=-86.2402759;alt=19.86,LocationLocal:north=-18.6671657562;east=-12.5774898529;down=-19.2755336761,Attitude:pitch=-0.054664939642;yaw=-2.54958367348;roll=0.0125600481406,[-0.56; -0.51; 0.09],GPSInfo:fix=4;num_sat=8,0.87783819437,0.87783819437,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.260956863,Rangefinder: distance=None; voltage=None,None,None,214,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_720,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192638;lon=-86.2402759;alt=268.6,LocationGlobalRelative:lat=41.5192638;lon=-86.2402759;alt=19.86,LocationLocal:north=-18.6671657562;east=-12.5774898529;down=-19.2755336761,Attitude:pitch=-0.054664939642;yaw=-2.54958367348;roll=0.0125600481406,[-0.56; -0.51; 0.09],GPSInfo:fix=4;num_sat=8,0.87783819437,0.87783819437,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.362949977,Rangefinder: distance=None; voltage=None,None,None,214,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_820,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192638;lon=-86.2402759;alt=268.6,LocationGlobalRelative:lat=41.5192638;lon=-86.2402759;alt=19.86,LocationLocal:north=-18.6671657562;east=-12.5774898529;down=-19.2755336761,Attitude:pitch=-0.054664939642;yaw=-2.54958367348;roll=0.0125600481406,[-0.56; -0.51; 0.09],GPSInfo:fix=4;num_sat=8,0.879204154015,0.879204154015,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.464610384,Rangefinder: distance=None; voltage=None,None,None,213,True,ACTIVE,GUIDED,True
2017_07_18__15-25-01_920,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192601;lon=-86.2402805;alt=268.57,LocationGlobalRelative:lat=41.5192601;lon=-86.2402805;alt=19.83,LocationLocal:north=-19.072971344;east=-12.9635629654;down=-19.2474441528,Attitude:pitch=-0.054664939642;yaw=-2.54958367348;roll=0.0125600481406,[-0.6; -0.48; 0.17],GPSInfo:fix=4;num_sat=8,0.879204154015,0.879204154015,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.567783517999,Rangefinder: distance=None; voltage=None,None,None,213,True,ACTIVE,GUIDED,True
2017_07_18__15-25-02_020,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192601;lon=-86.2402805;alt=268.57,LocationGlobalRelative:lat=41.5192601;lon=-86.2402805;alt=19.83,LocationLocal:north=-19.072971344;east=-12.9635629654;down=-19.2474441528,Attitude:pitch=-0.054664939642;yaw=-2.54958367348;roll=0.0125600481406,[-0.6; -0.48; 0.17],GPSInfo:fix=4;num_sat=8,0.879204154015,0.879204154015,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.674213667,Rangefinder: distance=None; voltage=None,None,None,213,True,ACTIVE,GUIDED,True
2017_07_18__15-25-02_120,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5192601;lon=-86.2402805;alt=268.57,LocationGlobalRelative:lat=41.5192601;lon=-86.2402805;alt=19.83,LocationLocal:north=-19.072971344;east=-12.9635629654;down=-19.2474441528,Attitude:pitch=-0.0688282102346;yaw=-2.5564198494;roll=0.0103240339085,[-0.6; -0.48; 0.17],GPSInfo:fix=4;num_sat=8,0.879204154015,0.879204154015,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.777530752,Rangefinder: distance=None; voltage=None,None,None,213,True,ACTIVE,GUIDED,True
